fid,gbifID,occurrenceID,order,family,genus,species
1581,3664449679,URN:catalog:CLO:EBIRD:OBS1234561858,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
1582,3539309299,URN:catalog:CLO:EBIRD:OBS1049205647,Passeriformes,Sturnidae,Acridotheres,Acridotheres cristatellus
1583,3508522649,URN:catalog:CLO:EBIRD:OBS1081460631,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
1584,4347888465,URN:catalog:CLO:EBIRD:OBS1357348964,Gruiformes,Rallidae,Amaurornis,Amaurornis phoenicurus
1585,3618042374,URN:catalog:CLO:EBIRD:OBS1251706962,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
1587,4637936657,URN:catalog:CLO:EBIRD:OBS1726725208,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
1588,4720998579,URN:catalog:CLO:EBIRD:OBS1754909051,Passeriformes,Corvidae,Corvus,
1589,3291645953,URN:catalog:CLO:EBIRD:OBS1004885092,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
1592,4827634031,URN:catalog:CLO:EBIRD:OBS1875614941,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
1593,5333821130,URN:catalog:CLO:EBIRD:OBS1916818565,Columbiformes,Columbidae,Geopelia,Geopelia striata
1594,5460753257,URN:catalog:CLO:EBIRD:OBS1949798053,Passeriformes,Passeridae,Passer,Passer montanus
1596,3683829882,URN:catalog:CLO:EBIRD:OBS1193952860,Passeriformes,Passeridae,Passer,Passer montanus
1597,3685911965,URN:catalog:CLO:EBIRD:OBS1214781020,Passeriformes,Cisticolidae,Orthotomus,Orthotomus derbianus
1598,3509813298,URN:catalog:CLO:EBIRD:OBS1084314125,Passeriformes,Artamidae,Artamus,Artamus leucorhynchos
1599,3619895526,URN:catalog:CLO:EBIRD:OBS1224433761,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
1600,4379820833,URN:catalog:CLO:EBIRD:OBS1385768885,Pelecaniformes,Ardeidae,Ardea,
1601,4185614588,URN:catalog:CLO:EBIRD:OBS1313293445,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
1602,4395866708,URN:catalog:CLO:EBIRD:OBS1591411431,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
1603,4648861798,URN:catalog:CLO:EBIRD:OBS1674842734,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis
1604,3676256518,URN:catalog:CLO:EBIRD:OBS1049205934,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
1605,5356154227,URN:catalog:CLO:EBIRD:OBS1956764490,Passeriformes,Campephagidae,Lalage,Lalage nigra
1606,4344668423,URN:catalog:CLO:EBIRD:OBS1385753882,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
1607,4181997661,URN:catalog:CLO:EBIRD:OBS1429757712,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
1608,4696337668,URN:catalog:CLO:EBIRD:OBS1639025774,Columbiformes,Columbidae,Geopelia,Geopelia striata
1609,4653666053,URN:catalog:CLO:EBIRD:OBS1814720158,Passeriformes,Passeridae,Passer,Passer montanus
1613,3607142758,URN:catalog:CLO:EBIRD:OBS1274963890,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis
1614,5532006969,URN:catalog:CLO:EBIRD:OBS1954974101,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
1615,3582279704,URN:catalog:CLO:EBIRD:OBS1246521934,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
1616,3236993904,URN:catalog:CLO:EBIRD:OBS917425578,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
1617,3553695182,URN:catalog:CLO:EBIRD:OBS1251715628,Passeriformes,Corvidae,Corvus,
1618,4840871461,URN:catalog:CLO:EBIRD:OBS1721893881,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
1619,4748807804,URN:catalog:CLO:EBIRD:OBS1907598492,Passeriformes,Passeridae,Passer,Passer montanus
1620,4652706865,URN:catalog:CLO:EBIRD:OBS1737370486,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
1621,4817432613,URN:catalog:CLO:EBIRD:OBS1633569812,Passeriformes,Hirundinidae,Hirundo,Hirundo javanica
1622,3663252746,URN:catalog:CLO:EBIRD:OBS1117992326,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
1623,4745823371,URN:catalog:CLO:EBIRD:OBS1875614942,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus borealis
1624,3224122912,URN:catalog:CLO:EBIRD:OBS865788034,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
1625,4646339220,URN:catalog:CLO:EBIRD:OBS1895420880,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
1626,3526692389,URN:catalog:CLO:EBIRD:OBS1129093315,Passeriformes,Dicaeidae,Dicaeum,Dicaeum australe
1627,4213459302,URN:catalog:CLO:EBIRD:OBS1339265331,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
1628,3629619087,URN:catalog:CLO:EBIRD:OBS1117792183,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
1629,4224224988,URN:catalog:CLO:EBIRD:OBS1357358299,Passeriformes,Zosteropidae,Zosterops,Zosterops meyeni
1630,3541555687,URN:catalog:CLO:EBIRD:OBS1129473857,Columbiformes,Columbidae,Geopelia,Geopelia striata
1631,5412474242,URN:catalog:CLO:EBIRD:OBS2354222008,Passeriformes,Passeridae,Passer,Passer montanus
1632,3535379041,URN:catalog:CLO:EBIRD:OBS1117823107,Passeriformes,Dicaeidae,Dicaeum,Dicaeum australe
1633,3693266583,URN:catalog:CLO:EBIRD:OBS1209544375,Passeriformes,Passeridae,Passer,Passer montanus
1634,3637600704,URN:catalog:CLO:EBIRD:OBS1224433769,Pelecaniformes,Ardeidae,Butorides,Butorides striata
1635,3578459629,URN:catalog:CLO:EBIRD:OBS1233293248,Columbiformes,Columbidae,Geopelia,Geopelia striata
1636,4203946073,URN:catalog:CLO:EBIRD:OBS1357358293,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
1637,4354345384,URN:catalog:CLO:EBIRD:OBS1357358295,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
1638,5466686731,URN:catalog:CLO:EBIRD:OBS1952214165,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
1639,3690350851,URN:catalog:CLO:EBIRD:OBS1267079739,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
1640,4188516910,URN:catalog:CLO:EBIRD:OBS1328070001,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
1641,3551469236,URN:catalog:CLO:EBIRD:OBS1215786352,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
1642,4666338567,URN:catalog:CLO:EBIRD:OBS1648799329,Passeriformes,Hirundinidae,Hirundo,Hirundo javanica
1643,4751648848,URN:catalog:CLO:EBIRD:OBS1956762776,Passeriformes,Sturnidae,Acridotheres,Acridotheres cristatellus
1644,5372425135,URN:catalog:CLO:EBIRD:OBS1980598427,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
1645,4636226151,URN:catalog:CLO:EBIRD:OBS1835246921,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
1646,4285484070,URN:catalog:CLO:EBIRD:OBS1551880847,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
1647,3276741550,URN:catalog:CLO:EBIRD:OBS1027283648,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
1648,3506723297,URN:catalog:CLO:EBIRD:OBS1073368675,Columbiformes,Columbidae,Treron,Treron vernans
1649,3552443964,URN:catalog:CLO:EBIRD:OBS1224434990,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
1650,4700123179,URN:catalog:CLO:EBIRD:OBS1738931604,Passeriformes,Passeridae,Passer,Passer montanus
1651,4208992265,URN:catalog:CLO:EBIRD:OBS1336401566,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
1653,5459608436,URN:catalog:CLO:EBIRD:OBS1949799959,Psittaciformes,Psittacidae,Psittacula,Psittacula krameri
1654,5311407284,URN:catalog:CLO:EBIRD:OBS1951483890,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
1655,4320889709,URN:catalog:CLO:EBIRD:OBS1357342920,Passeriformes,Passeridae,Passer,Passer montanus
1656,3674328359,URN:catalog:CLO:EBIRD:OBS1122473256,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
1657,3573775767,URN:catalog:CLO:EBIRD:OBS1242462500,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea
1658,3659800504,URN:catalog:CLO:EBIRD:OBS1241360927,Columbiformes,Columbidae,Geopelia,Geopelia striata
1659,4310179569,URN:catalog:CLO:EBIRD:OBS1315919608,Passeriformes,Laniidae,Lanius,Lanius cristatus
1660,3609689915,URN:catalog:CLO:EBIRD:OBS1117836177,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
1661,3580461685,URN:catalog:CLO:EBIRD:OBS1237382200,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
1662,3545646146,URN:catalog:CLO:EBIRD:OBS1251721850,Gruiformes,Rallidae,Amaurornis,Amaurornis phoenicurus
1663,3591771971,URN:catalog:CLO:EBIRD:OBS1098581580,Columbiformes,Columbidae,Geopelia,Geopelia striata
1664,3524892089,URN:catalog:CLO:EBIRD:OBS1145765972,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
1665,3646166354,URN:catalog:CLO:EBIRD:OBS1219817910,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
1666,4743057310,URN:catalog:CLO:EBIRD:OBS1875614943,Columbiformes,Columbidae,Geopelia,Geopelia striata
1667,4381349284,URN:catalog:CLO:EBIRD:OBS1586761853,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
1668,4290326965,URN:catalog:CLO:EBIRD:OBS1315915682,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
1669,4333717516,URN:catalog:CLO:EBIRD:OBS1344442086,Passeriformes,Laniidae,Lanius,Lanius cristatus
1670,4302946795,URN:catalog:CLO:EBIRD:OBS1586761854,Passeriformes,Hirundinidae,Hirundo,Hirundo javanica
1671,3675429917,URN:catalog:CLO:EBIRD:OBS1073188628,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis
1672,3606309739,URN:catalog:CLO:EBIRD:OBS1103447746,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
1673,3555881468,URN:catalog:CLO:EBIRD:OBS1117989309,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
1675,5416131798,URN:catalog:CLO:EBIRD:OBS2031188665,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
1676,5704782321,URN:catalog:CLO:EBIRD:OBS2540247938,Passeriformes,Hirundinidae,Hirundo,Hirundo javanica
1677,3523155477,URN:catalog:CLO:EBIRD:OBS1073190929,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
1678,3581516332,URN:catalog:CLO:EBIRD:OBS1246521931,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
1679,4234579226,URN:catalog:CLO:EBIRD:OBS1475196192,Apodiformes,Apodidae,Collocalia,Collocalia marginata
1680,5325123947,URN:catalog:CLO:EBIRD:OBS2722486841,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
1681,3599529666,URN:catalog:CLO:EBIRD:OBS1132503804,Passeriformes,Dicaeidae,Dicaeum,Dicaeum australe
1682,3155414822,URN:catalog:CLO:EBIRD:OBS915639998,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
1683,4707440383,URN:catalog:CLO:EBIRD:OBS1639025166,Columbiformes,Columbidae,Columba,Columba livia
1684,5661341695,URN:catalog:CLO:EBIRD:OBS2485294677,Passeriformes,Dicaeidae,Dicaeum,Dicaeum australe
1685,4782604525,URN:catalog:CLO:EBIRD:OBS1639025779,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
1686,3508007337,URN:catalog:CLO:EBIRD:OBS1081460630,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
1687,3251106921,URN:catalog:CLO:EBIRD:OBS971676020,Passeriformes,Passeridae,Passer,Passer montanus
1688,3600007922,URN:catalog:CLO:EBIRD:OBS1098581583,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
1689,4337546891,URN:catalog:CLO:EBIRD:OBS1313293444,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
1690,3609895804,URN:catalog:CLO:EBIRD:OBS1111341787,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
1691,3691131504,URN:catalog:CLO:EBIRD:OBS1116027948,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis
1692,4355340373,URN:catalog:CLO:EBIRD:OBS1475196193,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
1693,4323354676,URN:catalog:CLO:EBIRD:OBS1329314375,Passeriformes,Sturnidae,Acridotheres,Acridotheres cristatellus
1694,4315892361,URN:catalog:CLO:EBIRD:OBS1361347057,Columbiformes,Columbidae,Treron,Treron vernans
1695,3608508363,URN:catalog:CLO:EBIRD:OBS1129088066,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
1696,3603951720,URN:catalog:CLO:EBIRD:OBS1274963882,Passeriformes,Corvidae,Corvus,
1697,3665952373,URN:catalog:CLO:EBIRD:OBS1073188630,Columbiformes,Columbidae,Treron,Treron vernans
1698,4198417736,URN:catalog:CLO:EBIRD:OBS1324153264,Passeriformes,Muscicapidae,Copsychus,Copsychus mindanensis
1699,4192280693,URN:catalog:CLO:EBIRD:OBS1350512010,Coraciiformes,Alcedinidae,Alcedo,Alcedo atthis
1700,5668525762,URN:catalog:CLO:EBIRD:OBS1956772190,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
1701,3556204832,URN:catalog:CLO:EBIRD:OBS1069482028,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
1702,3572540802,URN:catalog:CLO:EBIRD:OBS1215786356,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
1703,4696675863,URN:catalog:CLO:EBIRD:OBS1639029377,Passeriformes,Passeridae,Passer,Passer montanus
1704,3539013472,URN:catalog:CLO:EBIRD:OBS1129473858,Passeriformes,Dicaeidae,Dicaeum,Dicaeum australe
1705,4324553586,URN:catalog:CLO:EBIRD:OBS1329314370,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
1706,4687485684,URN:catalog:CLO:EBIRD:OBS1609959567,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
1707,4702600377,URN:catalog:CLO:EBIRD:OBS1794104838,Columbiformes,Columbidae,Geopelia,Geopelia striata
1708,4741851226,URN:catalog:CLO:EBIRD:OBS1726712615,Passeriformes,Passeridae,Passer,Passer montanus
1709,3616591070,URN:catalog:CLO:EBIRD:OBS1145763451,Passeriformes,Artamidae,Artamus,Artamus leucorhynchos
1710,4347498093,URN:catalog:CLO:EBIRD:OBS1324153270,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
1711,3553638252,URN:catalog:CLO:EBIRD:OBS1117989308,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
1712,3572082232,URN:catalog:CLO:EBIRD:OBS1224434989,Passeriformes,Passeridae,Passer,Passer montanus
1713,4830415496,URN:catalog:CLO:EBIRD:OBS1630537584,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
1714,3655358380,URN:catalog:CLO:EBIRD:OBS1242471486,Passeriformes,Zosteropidae,Zosterops,Zosterops meyeni
1715,4185417793,URN:catalog:CLO:EBIRD:OBS1315919614,Coraciiformes,Alcedinidae,Halcyon,Halcyon gularis
1716,4362173624,URN:catalog:CLO:EBIRD:OBS1479578039,Passeriformes,Passeridae,Passer,Passer montanus
1717,4315175731,URN:catalog:CLO:EBIRD:OBS1324153263,Coraciiformes,Alcedinidae,Halcyon,Halcyon gularis
1718,5486710377,URN:catalog:CLO:EBIRD:OBS2040682529,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
1719,3197992290,URN:catalog:CLO:EBIRD:OBS998238274,Passeriformes,Passeridae,Passer,Passer montanus
1720,4201367661,URN:catalog:CLO:EBIRD:OBS1518646417,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
1722,4201400335,URN:catalog:CLO:EBIRD:OBS1518646410,Columbiformes,Columbidae,Geopelia,Geopelia striata
1723,3550052828,URN:catalog:CLO:EBIRD:OBS1251721852,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
1724,3686641137,URN:catalog:CLO:EBIRD:OBS1267079736,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
1725,4777890721,URN:catalog:CLO:EBIRD:OBS1630537580,Passeriformes,Muscicapidae,Copsychus,Copsychus mindanensis
1726,3599012728,URN:catalog:CLO:EBIRD:OBS1111255401,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
1727,3510909543,URN:catalog:CLO:EBIRD:OBS1112488570,Coraciiformes,Alcedinidae,Alcedo,Alcedo atthis
1728,5308354818,URN:catalog:CLO:EBIRD:OBS2540247939,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
1729,3294225359,URN:catalog:CLO:EBIRD:OBS1011600289,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
1730,4790988572,URN:catalog:CLO:EBIRD:OBS1630537592,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
1732,4653962626,URN:catalog:CLO:EBIRD:OBS1639025769,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
1733,3675247494,URN:catalog:CLO:EBIRD:OBS1122473263,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
1734,4325871456,URN:catalog:CLO:EBIRD:OBS1357342918,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
1735,3579162990,URN:catalog:CLO:EBIRD:OBS1237382199,Passeriformes,Sturnidae,Acridotheres,Acridotheres cristatellus
1736,3153600015,URN:catalog:CLO:EBIRD:OBS865790456,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
1738,3674543061,URN:catalog:CLO:EBIRD:OBS1114407113,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
1739,4213207882,URN:catalog:CLO:EBIRD:OBS1357358294,Gruiformes,Rallidae,Gallirallus,Gallirallus torquatus
1740,4624428671,URN:catalog:CLO:EBIRD:OBS1639025773,Passeriformes,Hirundinidae,Hirundo,Hirundo javanica
1741,5353709011,URN:catalog:CLO:EBIRD:OBS1956750323,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
1742,4636068314,URN:catalog:CLO:EBIRD:OBS1951648816,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
1743,5323164313,URN:catalog:CLO:EBIRD:OBS2540249876,Passeriformes,Sturnidae,Acridotheres,Acridotheres cristatellus
1744,3606958818,URN:catalog:CLO:EBIRD:OBS1098581578,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
1745,5681928511,URN:catalog:CLO:EBIRD:OBS1980598420,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
1746,4197021316,URN:catalog:CLO:EBIRD:OBS1588575177,Passeriformes,Sturnidae,Acridotheres,Acridotheres cristatellus
1747,3680091508,URN:catalog:CLO:EBIRD:OBS1117992344,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
1748,4284795073,URN:catalog:CLO:EBIRD:OBS1344442082,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
1749,4306078912,URN:catalog:CLO:EBIRD:OBS1531242730,Falconiformes,Falconidae,Falco,Falco tinnunculus
1750,3592679113,URN:catalog:CLO:EBIRD:OBS1084314130,Passeriformes,Zosteropidae,Zosterops,Zosterops meyeni
1751,3665049529,URN:catalog:CLO:EBIRD:OBS1140362949,Gruiformes,Rallidae,Amaurornis,Amaurornis phoenicurus
1752,4762909549,URN:catalog:CLO:EBIRD:OBS1951648817,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
1753,3150370675,URN:catalog:CLO:EBIRD:OBS915653648,Passeriformes,Sturnidae,Acridotheres,Acridotheres cristatellus
1754,3144972856,URN:catalog:CLO:EBIRD:OBS870451559,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
1755,3690397547,URN:catalog:CLO:EBIRD:OBS1267079741,Passeriformes,Laniidae,Lanius,Lanius cristatus
1756,4344960710,URN:catalog:CLO:EBIRD:OBS1357358308,Pelecaniformes,Ardeidae,Nycticorax,Nycticorax nycticorax
1758,3672322123,URN:catalog:CLO:EBIRD:OBS1114407112,Columbiformes,Columbidae,Geopelia,Geopelia striata
1759,3680907449,URN:catalog:CLO:EBIRD:OBS1117992333,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
1760,4298660137,URN:catalog:CLO:EBIRD:OBS1338504170,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
1761,4306810147,URN:catalog:CLO:EBIRD:OBS1344447034,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
1763,3678905815,URN:catalog:CLO:EBIRD:OBS1117992338,Columbiformes,Columbidae,Columba,Columba livia
1764,3659793901,URN:catalog:CLO:EBIRD:OBS1242471487,Passeriformes,Passeridae,Passer,Passer montanus
1766,4746496156,URN:catalog:CLO:EBIRD:OBS1726712618,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
1767,5336720636,URN:catalog:CLO:EBIRD:OBS1956773897,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
1768,3610708152,URN:catalog:CLO:EBIRD:OBS1132503807,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
1769,3644975251,URN:catalog:CLO:EBIRD:OBS1212607157,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
1770,3540252686,URN:catalog:CLO:EBIRD:OBS1251713357,Pelecaniformes,Ardeidae,Ardea,Ardea alba
1772,3558785782,URN:catalog:CLO:EBIRD:OBS1149774706,Apodiformes,Apodidae,Collocalia,Collocalia marginata
1773,3633722075,URN:catalog:CLO:EBIRD:OBS1242462502,Passeriformes,Passeridae,Passer,Passer montanus
1774,3196291117,URN:catalog:CLO:EBIRD:OBS998238272,Columbiformes,Columbidae,Geopelia,Geopelia striata
1775,5598888430,URN:catalog:CLO:EBIRD:OBS1956765190,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
1776,3603631538,URN:catalog:CLO:EBIRD:OBS1099635231,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
1778,4749733968,URN:catalog:CLO:EBIRD:OBS1956762790,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
1779,4673810694,URN:catalog:CLO:EBIRD:OBS1895420884,Passeriformes,Passeridae,Passer,Passer montanus
1780,4695821765,URN:catalog:CLO:EBIRD:OBS1609959562,Passeriformes,Muscicapidae,Copsychus,Copsychus mindanensis
1781,4709230428,URN:catalog:CLO:EBIRD:OBS1737370495,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis
1783,5302136056,URN:catalog:CLO:EBIRD:OBS2040682527,Passeriformes,Passeridae,Passer,Passer montanus
1784,3510340124,URN:catalog:CLO:EBIRD:OBS1049205642,Passeriformes,Laniidae,Lanius,Lanius cristatus
1786,3676588271,URN:catalog:CLO:EBIRD:OBS1122473257,Passeriformes,Estrildidae,Lonchura,Lonchura punctulata
1787,3547156822,URN:catalog:CLO:EBIRD:OBS1266508561,Passeriformes,Artamidae,Artamus,Artamus leucorhynchos
1789,5632732800,URN:catalog:CLO:EBIRD:OBS1980598421,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
1790,4800934061,URN:catalog:CLO:EBIRD:OBS1882512220,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
1792,3571950801,URN:catalog:CLO:EBIRD:OBS1233284424,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
1793,3289556360,URN:catalog:CLO:EBIRD:OBS1007299900,Passeriformes,Laniidae,Lanius,Lanius cristatus
1794,4296706804,URN:catalog:CLO:EBIRD:OBS1430311526,Pelecaniformes,Ardeidae,Egretta,Egretta intermedia
1795,3533349391,URN:catalog:CLO:EBIRD:OBS1069482035,Passeriformes,Dicaeidae,Dicaeum,Dicaeum australe
1796,3609374113,URN:catalog:CLO:EBIRD:OBS1092831328,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
1797,3260772308,URN:catalog:CLO:EBIRD:OBS998236727,Columbiformes,Columbidae,Geopelia,Geopelia striata
1799,3279536522,URN:catalog:CLO:EBIRD:OBS1027283646,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
1800,3610226199,URN:catalog:CLO:EBIRD:OBS1092826417,Passeriformes,Passeridae,Passer,Passer montanus
1801,3595580260,URN:catalog:CLO:EBIRD:OBS1132503811,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
1802,3563063422,URN:catalog:CLO:EBIRD:OBS1241356545,Passeriformes,Zosteropidae,Zosterops,Zosterops meyeni
1803,5458889497,URN:catalog:CLO:EBIRD:OBS1956776299,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
1804,4707279675,URN:catalog:CLO:EBIRD:OBS1639025778,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
1805,3541925565,URN:catalog:CLO:EBIRD:OBS1073190937,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
1806,3561674852,URN:catalog:CLO:EBIRD:OBS1129098178,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
1807,3210275333,URN:catalog:CLO:EBIRD:OBS1008206975,Passeriformes,Zosteropidae,Zosterops,Zosterops meyeni
1808,3136069051,URN:catalog:CLO:EBIRD:OBS865790460,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
1809,3548053804,URN:catalog:CLO:EBIRD:OBS1215786350,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
1810,4747269884,URN:catalog:CLO:EBIRD:OBS1609959558,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus borealis
1812,4828890928,URN:catalog:CLO:EBIRD:OBS1951651926,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
1814,3683329996,URN:catalog:CLO:EBIRD:OBS1117992335,Passeriformes,Passeridae,Passer,Passer montanus
1816,4684664455,URN:catalog:CLO:EBIRD:OBS1726715788,Passeriformes,Passeridae,Passer,Passer montanus
1818,3591586236,URN:catalog:CLO:EBIRD:OBS1132503810,Columbiformes,Columbidae,Columba,Columba livia
1819,4646143053,URN:catalog:CLO:EBIRD:OBS1651041429,Apodiformes,Apodidae,Collocalia,Collocalia marginata
1820,3670332391,URN:catalog:CLO:EBIRD:OBS1122473261,Columbiformes,Columbidae,Geopelia,Geopelia striata
1821,4287412980,URN:catalog:CLO:EBIRD:OBS1315919618,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
1822,4238628655,URN:catalog:CLO:EBIRD:OBS1324153262,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
1823,3602117585,URN:catalog:CLO:EBIRD:OBS1117836176,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
1824,4278561177,URN:catalog:CLO:EBIRD:OBS1591411426,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
1825,3270102799,URN:catalog:CLO:EBIRD:OBS1011600854,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis
1826,4291975692,URN:catalog:CLO:EBIRD:OBS1315919485,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea
