fid,gbifID,occurrenceID,order,family,genus,species
249,3148919012,URN:catalog:CLO:EBIRD:OBS915795102,Passeriformes,Passeridae,Passer,Passer montanus
250,3684550972,URN:catalog:CLO:EBIRD:OBS1117992357,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
251,3609895701,URN:catalog:CLO:EBIRD:OBS1111255404,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
252,3591870330,URN:catalog:CLO:EBIRD:OBS1111341791,Columbiformes,Columbidae,Geopelia,Geopelia striata
253,3510454556,URN:catalog:CLO:EBIRD:OBS1077832241,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
254,3273194010,URN:catalog:CLO:EBIRD:OBS1011600292,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
255,3604350083,URN:catalog:CLO:EBIRD:OBS1233303395,Columbiformes,Columbidae,Geopelia,Geopelia striata
256,3654177303,URN:catalog:CLO:EBIRD:OBS1117792189,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
257,3556504600,URN:catalog:CLO:EBIRD:OBS1073190935,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
258,3508255983,URN:catalog:CLO:EBIRD:OBS1073368663,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
259,3167733836,URN:catalog:CLO:EBIRD:OBS915795110,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
260,4323650623,URN:catalog:CLO:EBIRD:OBS1323152439,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
261,4275240950,URN:catalog:CLO:EBIRD:OBS1361349428,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
263,5548991754,URN:catalog:CLO:EBIRD:OBS1954981490,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
264,3508928132,URN:catalog:CLO:EBIRD:OBS1073368664,Passeriformes,Laniidae,Lanius,Lanius cristatus
265,3511340770,URN:catalog:CLO:EBIRD:OBS1093523356,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
266,4298932543,URN:catalog:CLO:EBIRD:OBS1324153269,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
267,3670777764,URN:catalog:CLO:EBIRD:OBS1073188616,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
268,3660792431,URN:catalog:CLO:EBIRD:OBS1259564738,Passeriformes,Passeridae,Passer,Passer montanus
269,4749828972,URN:catalog:CLO:EBIRD:OBS1609959362,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
270,4715091618,URN:catalog:CLO:EBIRD:OBS1674842733,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
271,4363598488,URN:catalog:CLO:EBIRD:OBS1380464725,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
272,3686054737,URN:catalog:CLO:EBIRD:OBS1073182835,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
273,3218001901,URN:catalog:CLO:EBIRD:OBS848980766,Passeriformes,Passeridae,Passer,Passer montanus
274,4207703202,URN:catalog:CLO:EBIRD:OBS1467264190,Passeriformes,Passeridae,Passer,Passer montanus
275,4807551774,URN:catalog:CLO:EBIRD:OBS1846539958,Passeriformes,Hirundinidae,Hirundo,Hirundo javanica
276,5329315335,URN:catalog:CLO:EBIRD:OBS1980584563,Columbiformes,Columbidae,Geopelia,Geopelia striata
277,3672615715,URN:catalog:CLO:EBIRD:OBS1140362950,Apodiformes,Apodidae,Collocalia,Collocalia marginata
278,4193973197,URN:catalog:CLO:EBIRD:OBS1320624417,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
279,4386804362,URN:catalog:CLO:EBIRD:OBS1518639846,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
280,3510508304,URN:catalog:CLO:EBIRD:OBS1098562098,Passeriformes,Muscicapidae,Copsychus,Copsychus mindanensis
281,3293078028,URN:catalog:CLO:EBIRD:OBS1011598506,Columbiformes,Columbidae,Columba,Columba livia
282,4667628323,URN:catalog:CLO:EBIRD:OBS1896485960,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
283,3556411677,URN:catalog:CLO:EBIRD:OBS1073190931,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
284,3683529009,URN:catalog:CLO:EBIRD:OBS1117992337,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
285,3607059856,URN:catalog:CLO:EBIRD:OBS1086340981,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
286,3619536621,URN:catalog:CLO:EBIRD:OBS1260328586,Apodiformes,Apodidae,Aerodramus,Aerodramus amelis
288,3620366545,URN:catalog:CLO:EBIRD:OBS1260328587,Coraciiformes,Alcedinidae,Alcedo,Alcedo atthis
290,4655111989,URN:catalog:CLO:EBIRD:OBS1726725205,Passeriformes,Zosteropidae,Zosterops,Zosterops meyeni
291,3690218622,URN:catalog:CLO:EBIRD:OBS1267079746,Columbiformes,Columbidae,Columba,Columba livia
292,4287467673,URN:catalog:CLO:EBIRD:OBS1336401561,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
293,5332870677,URN:catalog:CLO:EBIRD:OBS2220359427,Passeriformes,Laniidae,Lanius,Lanius cristatus
294,3673891799,URN:catalog:CLO:EBIRD:OBS1111246203,Passeriformes,Zosteropidae,Zosterops,Zosterops meyeni
295,3616225049,URN:catalog:CLO:EBIRD:OBS1103447749,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
296,5581661217,URN:catalog:CLO:EBIRD:OBS2287226731,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus manillensis
297,3534683258,URN:catalog:CLO:EBIRD:OBS1117989306,Columbiformes,Columbidae,Columba,Columba livia
298,4732942577,URN:catalog:CLO:EBIRD:OBS1721892642,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
299,3636118776,URN:catalog:CLO:EBIRD:OBS1274963878,Columbiformes,Columbidae,Geopelia,Geopelia striata
300,4653273606,URN:catalog:CLO:EBIRD:OBS1726709397,Passeriformes,Passeridae,Passer,Passer montanus
301,4797562147,URN:catalog:CLO:EBIRD:OBS1674842731,Apodiformes,Apodidae,Collocalia,Collocalia marginata
302,5604083825,URN:catalog:CLO:EBIRD:OBS2431090533,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
304,5381769570,URN:catalog:CLO:EBIRD:OBS2218373315,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
305,4649805750,URN:catalog:CLO:EBIRD:OBS1609959564,Columbiformes,Columbidae,Geopelia,Geopelia striata
306,4189855019,URN:catalog:CLO:EBIRD:OBS1324179805,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
307,4693734822,URN:catalog:CLO:EBIRD:OBS1737370500,Passeriformes,Corvidae,Corvus,
308,5426424874,URN:catalog:CLO:EBIRD:OBS1956750311,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
309,4712953606,URN:catalog:CLO:EBIRD:OBS1633569810,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
310,4203512550,URN:catalog:CLO:EBIRD:OBS1329318233,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis
311,4364495163,URN:catalog:CLO:EBIRD:OBS1389690040,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
312,3580518404,URN:catalog:CLO:EBIRD:OBS1233293246,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
313,4328645266,URN:catalog:CLO:EBIRD:OBS1357342906,Gruiformes,Rallidae,Gallirallus,Gallirallus torquatus
314,4744995499,URN:catalog:CLO:EBIRD:OBS1726712712,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
317,4270999612,URN:catalog:CLO:EBIRD:OBS1320624420,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
318,4722820889,URN:catalog:CLO:EBIRD:OBS1794104831,Passeriformes,Dicaeidae,Dicaeum,Dicaeum australe
319,5339826681,URN:catalog:CLO:EBIRD:OBS2019954478,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
320,4703056622,URN:catalog:CLO:EBIRD:OBS1597543443,Passeriformes,Zosteropidae,Zosterops,Zosterops meyeni
321,4183604967,URN:catalog:CLO:EBIRD:OBS1429752894,Cuculiformes,Cuculidae,Eudynamys,Eudynamys scolopaceus
322,3598953264,URN:catalog:CLO:EBIRD:OBS1098581581,Passeriformes,Passeridae,Passer,Passer montanus
323,4286130348,URN:catalog:CLO:EBIRD:OBS1315916222,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
324,3687991121,URN:catalog:CLO:EBIRD:OBS1216850948,Columbiformes,Columbidae,Geopelia,Geopelia striata
325,4365955109,URN:catalog:CLO:EBIRD:OBS1430310172,Passeriformes,Muscicapidae,Copsychus,Copsychus mindanensis
327,4797373149,URN:catalog:CLO:EBIRD:OBS1754909053,Charadriiformes,Laridae,Chlidonias,Chlidonias hybrida
328,5685464071,URN:catalog:CLO:EBIRD:OBS1954974102,Passeriformes,Corvidae,Corvus,
329,3526710133,URN:catalog:CLO:EBIRD:OBS1200949600,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
331,3505765404,URN:catalog:CLO:EBIRD:OBS1049205651,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
332,5559546888,URN:catalog:CLO:EBIRD:OBS2540247943,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
333,3629240427,URN:catalog:CLO:EBIRD:OBS1192868428,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
334,3650641441,URN:catalog:CLO:EBIRD:OBS1242468426,Passeriformes,Laniidae,Lanius,Lanius cristatus
335,4222145170,URN:catalog:CLO:EBIRD:OBS1361349415,Passeriformes,Laniidae,Lanius,Lanius cristatus
336,3166310650,URN:catalog:CLO:EBIRD:OBS920391200,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
337,3139654419,URN:catalog:CLO:EBIRD:OBS848444498,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
338,3664126906,URN:catalog:CLO:EBIRD:OBS1242471488,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
339,3534842644,URN:catalog:CLO:EBIRD:OBS1251715623,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
340,4198417719,URN:catalog:CLO:EBIRD:OBS1324149700,Passeriformes,Laniidae,Lanius,Lanius cristatus
341,3663470229,URN:catalog:CLO:EBIRD:OBS1234561852,Passeriformes,Estrildidae,Lonchura,Lonchura punctulata
342,5455945105,URN:catalog:CLO:EBIRD:OBS1956776304,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis
343,3629157383,URN:catalog:CLO:EBIRD:OBS1224433767,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
344,3604550907,URN:catalog:CLO:EBIRD:OBS1103447748,Passeriformes,Laniidae,Lanius,Lanius cristatus
346,3549631528,URN:catalog:CLO:EBIRD:OBS1241356542,Passeriformes,Campephagidae,Lalage,Lalage nigra
347,3267313853,URN:catalog:CLO:EBIRD:OBS1011600864,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
348,3551379463,URN:catalog:CLO:EBIRD:OBS1081519356,Passeriformes,Passeridae,Passer,Passer montanus
349,3511019115,URN:catalog:CLO:EBIRD:OBS1098562095,Passeriformes,Passeridae,Passer,Passer montanus
350,3591979215,URN:catalog:CLO:EBIRD:OBS1103447740,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
351,3600980783,URN:catalog:CLO:EBIRD:OBS1111255402,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
353,4724871777,URN:catalog:CLO:EBIRD:OBS1780342910,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
354,4248768963,URN:catalog:CLO:EBIRD:OBS1586761855,Passeriformes,Laniidae,Lanius,Lanius cristatus
355,4812989786,URN:catalog:CLO:EBIRD:OBS1794104827,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
356,3594020696,URN:catalog:CLO:EBIRD:OBS1192335776,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
357,4312383979,URN:catalog:CLO:EBIRD:OBS1313293440,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
358,4635357817,URN:catalog:CLO:EBIRD:OBS1737370485,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
360,4691675885,URN:catalog:CLO:EBIRD:OBS1721892640,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
361,4750187352,URN:catalog:CLO:EBIRD:OBS1721900024,Gruiformes,Rallidae,Gallirallus,Gallirallus torquatus
362,3229098470,URN:catalog:CLO:EBIRD:OBS915640004,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
363,4780072333,URN:catalog:CLO:EBIRD:OBS1800847863,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
364,4707606504,URN:catalog:CLO:EBIRD:OBS1800849372,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
365,3684215085,URN:catalog:CLO:EBIRD:OBS1241363593,Columbiformes,Columbidae,Geopelia,Geopelia striata
367,4189933539,URN:catalog:CLO:EBIRD:OBS1331009391,Passeriformes,Hirundinidae,Hirundo,Hirundo javanica
368,4675702914,URN:catalog:CLO:EBIRD:OBS1639029376,Columbiformes,Columbidae,Columba,Columba livia
369,5379277066,URN:catalog:CLO:EBIRD:OBS1956750320,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
370,3680091312,URN:catalog:CLO:EBIRD:OBS1117835429,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
371,3577910765,URN:catalog:CLO:EBIRD:OBS1237382184,Passeriformes,Dicaeidae,Dicaeum,Dicaeum australe
372,3609655606,URN:catalog:CLO:EBIRD:OBS1111255399,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
373,5630940060,URN:catalog:CLO:EBIRD:OBS2552281876,Passeriformes,Laniidae,Lanius,Lanius cristatus
375,4738618503,URN:catalog:CLO:EBIRD:OBS1901446143,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
377,4703538878,URN:catalog:CLO:EBIRD:OBS1629818773,Passeriformes,Passeridae,Passer,Passer montanus
380,3672044058,URN:catalog:CLO:EBIRD:OBS1122473254,Columbiformes,Columbidae,Columba,Columba livia
382,4814140456,URN:catalog:CLO:EBIRD:OBS1853007224,Apodiformes,Apodidae,Collocalia,Collocalia marginata
384,4831372969,URN:catalog:CLO:EBIRD:OBS1896485962,Apodiformes,Apodidae,Collocalia,Collocalia marginata
386,3687958612,URN:catalog:CLO:EBIRD:OBS1251721844,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea
387,4291648575,URN:catalog:CLO:EBIRD:OBS1315919611,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
389,3650437065,URN:catalog:CLO:EBIRD:OBS1212607156,Passeriformes,Passeridae,Passer,Passer montanus
391,4626868373,URN:catalog:CLO:EBIRD:OBS1764781950,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
392,4825713560,URN:catalog:CLO:EBIRD:OBS1726714923,Passeriformes,Passeridae,Passer,Passer montanus
393,4770254684,URN:catalog:CLO:EBIRD:OBS1794104837,Passeriformes,Hirundinidae,Hirundo,Hirundo javanica
396,4359761135,URN:catalog:CLO:EBIRD:OBS1430310170,Strigiformes,Strigidae,Otus,Otus megalotis
397,4344827132,URN:catalog:CLO:EBIRD:OBS1551880848,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
398,4758633943,URN:catalog:CLO:EBIRD:OBS1726725207,Passeriformes,Passeridae,Passer,Passer montanus
399,4722351510,URN:catalog:CLO:EBIRD:OBS1597543445,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
400,4705341717,URN:catalog:CLO:EBIRD:OBS1628948085,Passeriformes,Passeridae,Passer,Passer montanus
403,3609860313,URN:catalog:CLO:EBIRD:OBS1116028578,Columbiformes,Columbidae,Columba,Columba livia
404,5454630146,URN:catalog:CLO:EBIRD:OBS2220359426,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
405,3158502132,URN:catalog:CLO:EBIRD:OBS933608501,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
406,3277815034,URN:catalog:CLO:EBIRD:OBS1011600860,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
408,3600980898,URN:catalog:CLO:EBIRD:OBS1111341785,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
409,3666143899,URN:catalog:CLO:EBIRD:OBS1234561856,Coraciiformes,Alcedinidae,Alcedo,Alcedo atthis
410,3619317928,URN:catalog:CLO:EBIRD:OBS1274963884,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
411,4198084445,URN:catalog:CLO:EBIRD:OBS1324153266,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
413,3664370115,URN:catalog:CLO:EBIRD:OBS1210199812,Columbiformes,Columbidae,Columba,Columba livia
414,3141734863,URN:catalog:CLO:EBIRD:OBS870451551,Passeriformes,Passeridae,Passer,Passer montanus
415,3159741621,URN:catalog:CLO:EBIRD:OBS915645732,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
417,3649603061,URN:catalog:CLO:EBIRD:OBS1117792177,Columbiformes,Columbidae,Columba,Columba livia
418,3692708820,URN:catalog:CLO:EBIRD:OBS1117823914,Columbiformes,Columbidae,Columba,Columba livia
419,3675371081,URN:catalog:CLO:EBIRD:OBS1121865210,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
420,4752378267,URN:catalog:CLO:EBIRD:OBS1737370505,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
422,5667420821,URN:catalog:CLO:EBIRD:OBS1950903025,Psittaciformes,Psittacidae,Probosciger,Probosciger aterrimus
423,5375502070,URN:catalog:CLO:EBIRD:OBS1956750313,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
424,4806695464,URN:catalog:CLO:EBIRD:OBS1846539961,Passeriformes,Laniidae,Lanius,Lanius cristatus
425,5537645704,URN:catalog:CLO:EBIRD:OBS1951483893,Passeriformes,Laniidae,Lanius,Lanius cristatus
426,4217068868,URN:catalog:CLO:EBIRD:OBS1357342910,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
427,3516661536,URN:catalog:CLO:EBIRD:OBS1073375426,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
428,3619335553,URN:catalog:CLO:EBIRD:OBS1251706963,Passeriformes,Laniidae,Lanius,Lanius cristatus
429,3681261517,URN:catalog:CLO:EBIRD:OBS1121865209,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
430,4319690074,URN:catalog:CLO:EBIRD:OBS1509740663,Passeriformes,Passeridae,Passer,Passer montanus
432,3522819153,URN:catalog:CLO:EBIRD:OBS1111248987,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
433,3621458072,URN:catalog:CLO:EBIRD:OBS1251706964,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
434,3636551415,URN:catalog:CLO:EBIRD:OBS1220882735,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
435,4641639468,URN:catalog:CLO:EBIRD:OBS1853007223,Columbiformes,Columbidae,Geopelia,Geopelia striata
436,4210862810,URN:catalog:CLO:EBIRD:OBS1339265332,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
437,4195022877,URN:catalog:CLO:EBIRD:OBS1350512000,Passeriformes,Muscicapidae,Copsychus,Copsychus mindanensis
439,4830690693,URN:catalog:CLO:EBIRD:OBS1902983501,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
440,3654272066,URN:catalog:CLO:EBIRD:OBS1242471479,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
441,3692274859,URN:catalog:CLO:EBIRD:OBS1246521777,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
442,4268440102,URN:catalog:CLO:EBIRD:OBS1315919616,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
443,4845465252,URN:catalog:CLO:EBIRD:OBS1956762789,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
444,3677930013,URN:catalog:CLO:EBIRD:OBS1049205936,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
445,5326234123,URN:catalog:CLO:EBIRD:OBS1934651199,Falconiformes,Falconidae,Falco,Falco peregrinus
446,3651156547,URN:catalog:CLO:EBIRD:OBS1082880917,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
447,3683623580,URN:catalog:CLO:EBIRD:OBS1116027943,Passeriformes,Laniidae,Lanius,Lanius cristatus
448,3548563739,URN:catalog:CLO:EBIRD:OBS1119942874,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
449,4267435475,URN:catalog:CLO:EBIRD:OBS1385753886,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
450,3566566372,URN:catalog:CLO:EBIRD:OBS1215786343,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
451,3670503795,URN:catalog:CLO:EBIRD:OBS1121865202,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
452,4365372995,URN:catalog:CLO:EBIRD:OBS1344447027,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
453,3628687572,URN:catalog:CLO:EBIRD:OBS1117792182,Columbiformes,Columbidae,Geopelia,Geopelia striata
454,3556987350,URN:catalog:CLO:EBIRD:OBS1233303400,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
456,3520067750,URN:catalog:CLO:EBIRD:OBS1093523354,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
457,3684584783,URN:catalog:CLO:EBIRD:OBS1116027939,Passeriformes,Estrildidae,Lonchura,Lonchura punctulata
458,3543830150,URN:catalog:CLO:EBIRD:OBS1266508551,Passeriformes,Dicaeidae,Dicaeum,Dicaeum australe
459,4689700549,URN:catalog:CLO:EBIRD:OBS1639025775,Columbiformes,Columbidae,Columba,Columba livia
460,3508853391,URN:catalog:CLO:EBIRD:OBS1083433227,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
461,5522602173,URN:catalog:CLO:EBIRD:OBS1956772188,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
462,4307307183,URN:catalog:CLO:EBIRD:OBS1357342917,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea
464,4620365302,URN:catalog:CLO:EBIRD:OBS1651041426,Columbiformes,Columbidae,Geopelia,Geopelia striata
465,4796821516,URN:catalog:CLO:EBIRD:OBS1597543441,Passeriformes,Passeridae,Passer,Passer montanus
467,3288324901,URN:catalog:CLO:EBIRD:OBS1027283636,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis
468,4188633501,URN:catalog:CLO:EBIRD:OBS1315916216,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
469,3267105549,URN:catalog:CLO:EBIRD:OBS1027283645,Columbiformes,Columbidae,Geopelia,Geopelia striata
470,3151569711,URN:catalog:CLO:EBIRD:OBS917191084,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
471,4364885822,URN:catalog:CLO:EBIRD:OBS1474633454,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
472,3636629075,URN:catalog:CLO:EBIRD:OBS1116014376,Columbiformes,Columbidae,Columba,Columba livia
473,3564771598,URN:catalog:CLO:EBIRD:OBS1129097881,Passeriformes,Passeridae,Passer,Passer montanus
474,4194398405,URN:catalog:CLO:EBIRD:OBS1320624416,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea
475,3610247112,URN:catalog:CLO:EBIRD:OBS1086340984,Columbiformes,Columbidae,Geopelia,Geopelia striata
476,4383494577,URN:catalog:CLO:EBIRD:OBS1429757708,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
477,3189185262,URN:catalog:CLO:EBIRD:OBS998238271,Passeriformes,Hirundinidae,Hirundo,Hirundo javanica
478,3674240626,URN:catalog:CLO:EBIRD:OBS1193427443,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
479,3560733676,URN:catalog:CLO:EBIRD:OBS1251715619,Passeriformes,Zosteropidae,Zosterops,Zosterops meyeni
480,5508053440,URN:catalog:CLO:EBIRD:OBS2552281870,Pelecaniformes,Ardeidae,Butorides,Butorides striata
481,3570675348,URN:catalog:CLO:EBIRD:OBS1129473861,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
482,5469229286,URN:catalog:CLO:EBIRD:OBS2040682528,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
483,3168302712,URN:catalog:CLO:EBIRD:OBS915795107,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis
484,3169784421,URN:catalog:CLO:EBIRD:OBS915632770,Passeriformes,Passeridae,Passer,Passer montanus
485,3639724533,URN:catalog:CLO:EBIRD:OBS1220882738,Apodiformes,Apodidae,Collocalia,Collocalia troglodytes
486,3601824032,URN:catalog:CLO:EBIRD:OBS1233303399,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
487,3618021338,URN:catalog:CLO:EBIRD:OBS1116026402,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
488,3686169525,URN:catalog:CLO:EBIRD:OBS1267079738,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
489,4820771896,URN:catalog:CLO:EBIRD:OBS1726741955,Passeriformes,Dicaeidae,Dicaeum,Dicaeum australe
490,5516062165,URN:catalog:CLO:EBIRD:OBS1956776319,Passeriformes,Campephagidae,Lalage,Lalage nigra
